user,movie,score
6,510,0.8
6,511,0.9
6,512,0.9
6,513,1.0
6,514,0.8
6,515,0.9
6,520,0.875
6,521,0.8
6,522,0.9
6,528,1.0
6,534,0.8
6,535,0.9
6,541,0.9
6,544,0.6
6,546,0.9
6,553,0.8
6,556,0.8
6,569,0.875
6,571,1.0
6,573,1.0
6,575,0.875
6,578,0.9
6,579,1.0
6,580,1.0
6,581,0.9
6,585,0.7222222222222222
6,595,1.0
6,601,0.875
6,608,0.6
6,610,0.8
6,613,1.0
6,616,1.0
6,619,1.0
6,626,0.875
6,628,0.8
6,630,0.8
6,631,0.9
6,640,0.8
6,645,1.0
6,648,1.0
6,650,0.8
6,651,0.9
6,652,0.8
6,655,0.8
6,656,1.0
6,659,0.9
6,663,1.0
6,669,0.8
6,670,1.0
6,674,1.0
6,676,0.8
6,748,1.0
6,749,1.0
6,752,0.9
6,756,1.0
6,759,1.0
6,761,0.75
6,763,1.0
6,765,1.0
6,798,0.8
6,802,1.0
6,812,0.9
6,813,0.9
6,816,0.8
6,823,1.0
6,825,0.8
7,1,0.95
7,47,0.95
7,53,0.8
7,124,0.95
7,139,0.9
7,225,1.0
7,315,1.0
7,338,0.8
7,405,1.0
7,419,1.0
7,506,0.7
7,507,0.8
7,508,0.75
7,510,0.8
7,511,1.0
7,513,0.85
7,547,0.9
7,603,0.9
7,616,0.95
7,703,0.8
7,707,0.9
7,840,0.9
7,887,0.65
7,899,0.9
7,910,0.9
7,912,0.9
7,921,1.0
7,922,0.95
7,940,1.0
7,946,0.65
7,970,1.0
7,1155,0.85
7,1188,1.0
7,1212,0.9
7,1219,0.8
7,1268,0.8
7,1323,0.55
7,1399,0.9
7,1405,0.65
7,1432,0.95
7,1495,1.0
7,1731,0.7
7,1756,0.85
7,1906,1.0
7,1980,0.65
7,1987,0.8
7,2008,0.95
7,2015,0.7
7,2018,0.8125
7,2030,0.6666666666666666
7,2040,0.85
7,2079,0.95
7,2146,0.9
7,2356,0.95
7,2508,0.6875
7,2547,0.95
7,2675,0.65
7,2701,0.6
7,2837,0.85
7,2893,1.0
7,2921,0.9
7,2967,0.75
7,2983,0.8
7,3003,0.9444444444444444
7,3139,0.7
7,3158,0.7
7,3195,0.9
7,3198,0.5555555555555556
7,3235,0.95
7,3415,0.6
7,3447,0.65
7,3541,0.6875
7,3560,0.8
7,3569,0.9
7,3575,0.9
7,3615,0.9
7,3639,0.95
7,3641,0.95
7,3746,0.85
7,3820,0.85
7,3833,0.55
7,3874,0.9
7,3886,0.8333333333333333
7,3891,0.8
7,3916,0.65
7,3985,1.0
7,4077,0.95
7,4138,0.95
7,4160,0.9
7,4162,0.95
7,4335,0.9
7,4352,0.9
7,4423,0.5555555555555556
7,4428,0.95
7,4609,0.95
7,4640,0.7
7,4796,0.95
7,4801,0.9
7,4803,0.8
7,4941,0.9
7,5133,1.0
7,5161,0.85
7,5167,0.75
7,5172,0.8333333333333333
7,5223,0.95
7,5261,0.95
7,5270,0.85
7,5271,0.75
7,5302,0.6
7,5306,0.95
7,5311,0.7142857142857143
7,5331,0.625
7,5334,1.0
7,5343,0.6428571428571428
7,5344,1.0
7,5366,0.9
7,5372,0.9
7,5373,0.85
7,5375,0.9
7,5377,0.6
7,5382,0.75
7,5383,0.75
7,5392,0.9
7,5688,0.8333333333333333
7,5739,0.85
7,5740,0.7
7,5806,0.85
7,5819,0.75
7,5820,0.65
7,5833,0.7857142857142857
7,5851,0.85
7,5884,0.85
7,5897,0.6
7,5918,0.7
7,5924,0.6666666666666666
7,5932,0.8
7,5944,1.0
7,6011,0.8888888888888888
7,6024,0.85
7,6089,1.0
7,6210,0.9
7,6213,0.95
7,6219,0.6
7,6225,0.5714285714285714
7,6239,0.6
7,6316,0.6
7,6333,1.0
7,6339,0.8125
7,6347,0.95
7,6350,0.8888888888888888
7,6353,0.55
7,6369,0.875
8,2,0.9
8,10,0.7
8,11,0.9
8,21,0.9
8,32,0.8
8,33,1.0
8,36,0.8
8,44,0.9
8,47,1.0
8,98,0.8
8,117,0.8
8,124,0.9
8,127,0.7
8,157,1.0
8,158,0.9
8,177,0.8
8,198,0.9
8,202,0.8
8,203,0.8
8,217,0.8
8,218,1.0
8,245,0.8
8,254,0.8
8,258,0.9
8,277,0.8
8,278,1.0
8,298,0.8
8,315,0.8
8,316,1.0
8,323,1.0
8,326,0.8
8,335,0.9
8,338,1.0
8,377,0.6
8,384,0.8
8,396,0.9
8,399,0.8
8,419,0.9
8,437,0.7
8,462,1.0
8,473,0.8
8,505,0.8
8,506,0.8
8,509,1.0
8,510,0.8
8,511,0.9
8,515,0.8
9,38,0.8
9,159,0.8
9,191,0.9
9,330,0.8
9,533,0.8
9,705,0.9
9,706,1.0
9,795,0.75
9,835,0.9
9,901,1.0
9,970,1.0
9,1260,0.9
9,1465,0.8333333333333333
9,1487,0.8
9,1488,0.9
9,1499,0.8
9,1712,1.0
9,2162,0.875
9,2185,0.7
9,2392,0.75
9,2495,0.8
9,2794,0.8
9,3079,0.7
9,3358,0.6428571428571428
9,3639,1.0
9,3746,0.9
9,3833,0.8
9,3874,0.9
9,3876,1.0
9,3880,1.0
9,3904,1.0
9,3921,0.625
9,4089,0.75
9,4090,0.9285714285714286
9,4097,0.8
9,4111,0.9
9,4112,0.6428571428571428
9,4113,1.0
9,4118,1.0
9,4138,1.0
9,4142,0.9
9,4146,1.0
9,4148,0.9444444444444444
9,4159,0.8333333333333333
9,4168,0.9
9,4193,1.0
10,258,0.6
10,315,0.85
10,507,0.9
10,515,0.85
10,695,0.9
10,786,0.55
10,828,0.8
10,947,0.8
10,1006,0.8
10,1323,0.85
10,1391,0.9
10,1940,0.55
10,2008,0.85
10,2079,0.55
10,2146,0.6
10,2227,0.55
10,2675,0.9
10,2900,0.8333333333333333
10,3158,0.85
10,3195,0.95
10,3288,0.95
10,3639,0.9
10,3641,0.9
10,3679,0.8
10,3832,0.85
10,3987,0.8
10,4132,0.8333333333333333
10,4138,0.9
10,4143,0.8
10,4228,0.8
10,4289,0.875
10,4361,0.85
10,4424,1.0
10,4645,0.9
10,4798,0.9444444444444444
10,4800,0.8333333333333333
10,4801,0.9
10,4802,1.0
10,4813,0.95
10,4868,0.85
10,4920,1.0
10,4945,0.85
10,4949,1.0
10,5224,0.85
10,5228,1.0
10,5261,0.85
10,5270,0.85
10,5311,0.9285714285714286
10,5333,1.0
10,5375,0.75
10,5381,0.85
10,5382,0.6
10,5735,0.85
10,5782,0.7777777777777778
10,5795,1.0
10,5880,0.875
10,5912,0.8
10,5918,1.0
10,6059,0.8
10,6064,0.9
10,6074,0.75
10,6259,0.8
10,6347,1.0
10,6353,1.0
10,6434,0.8
10,6438,1.0
10,6440,0.6875
10,6535,0.85
10,6639,0.85
10,6659,0.8
10,6683,0.85
10,6711,0.95
10,6745,0.8571428571428572
10,6749,0.75
10,6788,0.8333333333333333
10,6815,0.7
10,6831,0.8125
10,6887,0.8888888888888888
10,6906,0.95
10,6930,0.55
10,6969,0.9375
10,7040,0.9
10,7057,0.95
10,7079,0.8
10,7088,0.8
10,7092,0.5555555555555556
10,7157,1.0
10,7172,0.75
10,7184,1.0
10,7189,0.875
10,7205,0.9375
10,7208,0.85
10,7213,0.75
10,7215,0.8
10,7257,1.0
10,7332,1.0
10,7364,0.875
10,7372,1.0
10,7417,0.85
10,7460,0.8125
10,7467,1.0
10,7468,0.85
10,7478,1.0
10,7486,0.7857142857142857
10,7523,0.9375
10,7597,0.9285714285714286
10,7620,0.85
10,7648,0.9
10,7666,0.8
10,7750,0.875
10,7769,1.0
10,7803,1.0
10,7868,1.0
10,7907,0.9
10,7922,1.0
10,7928,0.8
10,7930,0.9375
10,7956,1.0
10,7998,1.0
10,8027,0.6
10,8037,1.0
10,8201,0.9
10,8202,1.0
10,8246,0.9
10,8266,0.8571428571428572
10,8297,0.85
10,8304,0.95
10,8306,0.6
10,8318,0.75
10,8373,0.55
10,8377,0.55
10,8389,1.0
10,8448,1.0
10,8486,1.0
10,8495,1.0
10,8637,0.6
10,8788,1.0
10,8930,1.0
10,8971,1.0
10,9007,1.0
11,6,1.0
11,10,0.8
11,34,0.9
11,41,0.7
11,85,0.8
11,98,1.0
11,124,1.0
11,127,0.8
11,139,0.8
11,143,0.9
11,177,0.8
11,254,0.9
11,278,0.9
11,308,1.0
11,315,1.0
11,327,0.8
11,334,0.7
11,335,0.8
11,338,0.9
11,379,0.8
11,399,1.0
11,405,0.8
11,413,0.9
11,419,0.9
11,431,0.8
11,447,1.0
11,464,1.0
11,508,0.9
11,511,1.0
11,547,0.9
11,593,0.9
11,595,0.9
11,616,0.9
11,839,0.8
11,840,1.0
11,912,0.9
11,1047,0.9
11,1054,0.8
11,1067,0.8
11,1072,0.6
11,1085,1.0
11,1106,0.8
11,1156,0.9
11,1172,0.9
11,1182,0.8
11,1188,1.0
11,1190,1.0
11,1200,0.9
11,1207,1.0
11,1210,0.9
11,1218,0.8
11,1273,0.8
11,1277,1.0
11,1285,0.9
11,1292,1.0
11,1323,1.0
11,1354,1.0
11,1374,0.7857142857142857
11,1399,0.9
11,1400,1.0
11,1405,0.9
11,1478,0.7
11,1503,1.0
11,1504,1.0
12,36,0.9
12,141,1.0
12,190,1.0
12,221,1.0
12,226,0.95
12,240,0.8
12,316,0.85
12,477,0.85
12,645,0.9
12,651,1.0
12,703,0.95
12,965,0.85
12,1046,1.0
12,1082,0.8
12,1292,1.0
12,1372,0.8888888888888888
12,1538,1.0
12,1564,0.85
12,1822,0.8
12,1871,1.0
12,1941,1.0
12,1948,1.0
12,2023,0.9
12,2040,1.0
12,2732,1.0
12,2960,0.95
12,3003,1.0
12,3987,0.9
12,4645,1.0
12,5228,1.0
12,6059,1.0
12,6906,1.0
13,44,1.0
13,266,0.6
13,515,0.8
13,880,0.875
13,901,1.0
13,1194,0.9
13,1220,0.8
13,1232,0.9
13,1292,0.9
13,1604,0.8
13,1629,0.8
13,1917,0.7
13,1940,1.0
13,2478,0.9
13,2548,0.75
13,2628,0.875
13,2675,1.0
13,2702,0.9
13,2780,0.8
13,2809,0.9
13,2837,0.9
13,2841,0.9
13,2862,1.0
13,2889,0.9
13,2904,0.8
13,2908,0.9
13,2949,0.875
13,2967,0.8
13,2984,1.0
13,2997,1.0
13,3091,0.9
14,4,1.0
14,7,0.8
14,19,0.6
14,25,0.9
14,32,0.9
14,36,0.8
14,44,1.0
14,85,1.0
14,94,0.8
14,98,1.0
14,124,0.9
14,127,0.7
14,164,0.8
14,198,0.8
14,230,1.0
14,245,1.0
14,250,0.9
14,258,0.8
14,278,0.8
14,296,1.0
14,298,0.9
14,303,0.7
14,310,0.8
14,315,0.9
14,326,0.6
14,334,0.9
14,335,0.8
14,341,0.9
14,379,0.9
14,390,0.875
14,397,0.875
14,416,1.0
14,419,0.8
14,429,0.8
14,444,0.8
14,445,1.0
14,460,0.8
14,462,0.8
14,473,0.9
14,474,0.875
14,485,0.8
14,486,0.9
14,505,0.8
14,509,0.9
14,510,0.7
14,511,0.9
14,515,0.8
14,620,0.6
15,1,0.75
15,41,0.6
15,44,0.85
15,132,0.6
15,145,0.6
15,221,0.8
15,225,1.0
15,255,0.8
15,258,0.9
15,278,1.0
15,314,0.6
15,315,1.0
15,323,0.8
15,462,1.0
15,507,0.8
15,508,1.0
15,514,0.7
15,616,0.85
15,657,0.7
15,660,0.9
15,899,1.0
15,901,0.9
15,903,1.0
15,912,1.0
15,916,1.0
15,940,0.9
15,965,0.85
15,970,1.0
15,1036,0.8
15,1159,0.8
15,1244,0.95
15,1392,0.75
15,1477,1.0
15,1487,1.0
15,1488,0.9
15,1504,0.85
15,1546,0.8
15,1550,0.65
15,1609,1.0
15,1694,0.75
15,1735,0.95
15,1940,0.9
15,2079,0.8
15,2146,0.9
15,2194,0.95
15,2227,0.75
15,2373,1.0
15,2379,1.0
15,2615,0.9
15,2625,1.0
15,2642,0.85
15,2658,0.9
15,2675,1.0
15,2697,0.65
15,2809,0.8
15,2946,0.9
15,2983,0.8
15,3003,0.9444444444444444
15,3007,0.85
15,3142,0.65
15,3195,0.8
15,3235,0.9
15,3462,1.0
15,3569,0.85
15,3639,0.85
15,3641,1.0
15,3874,0.9
15,3985,0.8
15,4138,0.85
15,4152,0.7
15,4160,1.0
15,4361,0.8
15,4409,0.85
15,4616,0.8
15,4852,0.85
15,4936,0.8
15,5161,0.75
15,5266,0.85
15,5375,0.75
15,5897,1.0
15,6306,0.95
15,6331,0.8
15,6332,0.95
15,6406,0.8
15,6631,0.85
15,6711,0.7
15,6744,0.7
15,6773,0.85
15,6904,0.8
15,6923,0.9
15,7015,0.8
15,7040,0.85
15,7076,0.9
15,7091,0.85
15,7120,0.9
15,7134,0.75
15,7213,0.8
15,7373,0.85
15,7516,1.0
15,7542,1.0
15,7563,0.8888888888888888
15,7694,0.7
15,7768,0.8
15,7769,0.7
15,7889,0.8
15,7980,0.8
15,8027,0.9
15,8064,0.6
15,8138,0.9
15,8199,0.9375
15,8253,0.95
15,8275,0.9
15,8373,0.7
15,8377,0.9
15,8396,0.65
15,8439,0.95
15,8468,0.95
15,8476,0.65
15,8538,0.7
15,8551,0.7
15,8648,0.75
15,8682,0.7
15,8684,1.0
15,8692,0.7
15,8698,0.7
15,8699,0.6
15,8880,0.9
15,8901,0.95
15,9091,0.875
15,9222,1.0
15,9224,0.8
15,9298,0.85
15,9348,0.9375
15,9434,1.0
15,9438,0.9375
16,44,0.85
16,47,0.9
16,99,0.95
16,173,0.7222222222222222
16,225,0.8
16,255,0.9
16,258,0.8
16,278,0.9
16,279,0.9
16,315,0.85
16,462,0.9
16,475,0.95
16,511,0.8
16,521,0.95
16,562,0.9444444444444444
16,600,0.9
16,603,0.95
16,657,0.9
16,660,0.75
16,687,0.85
16,695,0.85
16,696,0.9
16,706,0.85
16,829,0.9
16,864,0.9
16,868,0.9
16,869,0.9
16,890,0.85
16,892,0.75
16,897,0.9
16,899,0.8
16,900,0.9
16,901,0.85
16,902,1.0
16,904,0.8
16,906,0.9
16,909,0.9
16,910,0.9
16,915,0.85
16,916,0.9
16,921,0.8
16,924,0.95
